productdescriptionid,description,rowguid,modifieddate
1565,Caoutchouc plus dense que sur les autres modèles.,37c6818d-42b9-4e91-ac63-403cf709a3e3,2013-04-30 00:00:00
1566,"Carbone léger renforcé pour un confort de conduite inégalé, sans ajout de poids.",7aa37e6f-011d-467b-bfcc-751d369ef4db,2013-04-30 00:00:00
1567,Caoutchouc haute densité.,675df053-3c10-4042-a25e-5b5d24c45a18,2013-04-30 00:00:00
1568,Tube à autovulcanisation.,71396a89-a685-4a4b-bce6-293790b98d53,2013-04-30 00:00:00
1569,Tube classique tous usages.,55e641c0-af2d-4bab-8980-211b2659f5fc,2013-04-30 00:00:00
1570,Tube à usage générique.,dc48f0de-0a31-4533-92b4-1c0eadc5e2e9,2013-04-30 00:00:00
1571,"Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.",e95e1259-b822-40ee-aa86-7de9f9e0f0ea,2013-04-30 00:00:00
1572,"Doté du même alliage en aluminium que notre cadre HL haut de gamme, le ML possède un tube léger dont le diamètre est prévu pour offrir une résistance optimale. Version hommes.",d19c54f9-3587-45f1-ba23-c887397259b7,2013-04-30 00:00:00
1573,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,b428a17d-8a1f-48e2-9a79-cf045bdf775e,2013-04-30 00:00:00
1574,Cadre renforcé léger pour une position plus droite ; idéal pour les promenades en ville. Ligne remarquable pour un confort optimal.,f74d92ef-ac7d-45e4-ac9a-dfeca6690e2e,2013-04-30 00:00:00
1575,Le cadre HL est profilé afin d'associer élégance et robustesse ; il est prévu pour résister à une utilisation quotidienne intensive. Version hommes.,3a0927fc-fb49-428e-8040-fe73179776d6,2013-04-30 00:00:00
1576,Éclairage peu onéreux pour la conduite de nuit - utilise 3 piles AAA.,e0ec4b01-8fd4-4fd3-9f2e-1cdaa71628ef,2013-04-30 00:00:00
1577,Le porte-bidon en aluminium est plus léger que la version VTT ; idéal pour les longues randonnées.,78359b1e-51ca-48d5-ad51-52a2245b438c,2013-04-30 00:00:00
1578,"Bidon d'eau avec le logo de l'équipe AWC - capacité 0,75 litre, entièrement étanche.",47d8ec2d-56c8-4e31-9e6b-d1aebcc237be,2013-04-30 00:00:00
1579,Porte-vélo sécurisé pour 4 vélos ; fabrication en acier ; adaptable sur attache-remorque.,1ff92ce6-5746-4ac2-b0f1-7f1dbe50f4dc,2013-04-30 00:00:00
1580,Garde-boue adapté à la plupart des VTT.,7a04b2db-3d76-46c8-8b07-6865662bc472,2013-04-30 00:00:00
1581,Combinaison de fibres naturelles et synthétiques ; reste sèche et offre le confort nécessaire.,d73d355e-13ee-42b9-b6f1-92c7e96400fa,2013-04-30 00:00:00
1582,"Très pratique. Tient dans la poche. Corps en aluminium. 11,2 bars.",12d336d2-8a9e-4670-b299-d151c20236b1,2013-04-30 00:00:00
1583,"Conçu pour l'équipe professionnelle AWC, à bretelles, contrôle de l'humidité, peau de chamois et bande anti-remontée.",0639c24a-0ed6-47de-8ee3-1640ea6c1abb,2013-04-30 00:00:00
1584,Fabrication en nylon résistant étanche d'accès facile. Suffisamment grand pour les randonnées du week-end.,d3d3c7af-9fae-4d4c-9c0d-a73a13d54d26,2013-04-30 00:00:00
1585,"Entièrement rembourré, amélioration de la souplesse de mouvement des doigts, paume renforcée, fermeture réglable.",74298d74-1fea-433e-aa0e-ccee8df10aeb,2013-04-30 00:00:00
1586,"Paume synthétique, poignets souples, ouverture maillée anti-transpiration. Adopté par les professionnels de l'équipe AWC.",0c97bd4b-e659-4c20-b019-68b1d4426445,2013-04-30 00:00:00
1587,"Cuissards résistants à l'usure pour utilisation intensive, doublés à l'intérieur en Spandex, sans couture, peau de chamois anti-bactérie pour un meilleur confort.",e11a3c2a-b074-48f9-8226-16d65c2f91c2,2013-04-30 00:00:00
1588,"Comprend 8 rustines de tailles différentes, de la colle et du papier de verre.",7d88f575-9042-4bc1-95f9-e2af1e0aff4d,2013-04-30 00:00:00
1589,Sacs légers et résistants au vent ; tiennent dans la poche.,760a56e1-e358-4448-859e-9cc755fab8e6,2013-04-30 00:00:00
1590,Cuissards de course pour hommes - en Spandex avec un élastique à la ceinture et bande anti-remontée.,6a2fdc9b-a515-4180-8c11-eacf3ed4c2be,2013-04-30 00:00:00
1591,"Support de type home trainer idéal pour vous entraîner en intérieur (pour tous les modèles de vélo). Fixations rapides, fabrication en acier.",f8ba4a8c-a17e-488b-84ae-7c118f877f04,2013-04-30 00:00:00
1592,Feu avant rechargeable à deux faisceaux.,1db45e59-a489-41bd-9da8-62f5779db5fd,2013-04-30 00:00:00
1593,Feu avant robuste.,c191b1ef-86df-4882-bcd2-2b2fc528fdb0,2013-04-30 00:00:00
1594,"Maillot manches courtes classique et anti-transpiration avec contrôle de l'humidité, fermeture avant à glissière et 3 poches arrière.",fb2a5474-9d83-4a9b-bbbd-8ffc9036866e,2013-04-30 00:00:00
1595,Simple et léger. Rustines de secours rangées dans la poignée.,91451aac-1fa6-4c5e-9ee8-0d56435a3114,2013-04-30 00:00:00
1596,"Fin, léger et résistant avec des poignets qui restent en place.",31d4905c-d37c-4128-bcff-4a35da9c1bb7,2013-04-30 00:00:00
1597,Porte-bidon en aluminium robuste qui maintient le bidon sur les terrains accidentés.,ffc3d488-a805-49f9-956c-e6f2f6e1734f,2013-04-30 00:00:00
1598,Style classique avec une visière relevable ; taille unique.,fb627d1b-2933-4fbe-a6a4-bf69f2814ec2,2013-04-30 00:00:00
1599,"Maillot de cycliste en microfibre avec le logo de l'équipe AWV, manches longues, unisexe.",4aae6d4f-8320-4f32-99de-bb3b1b13f1ef,2013-04-30 00:00:00
1600,"Légère, aérée, taille unique, avec une visière amovible.",5037329e-6277-40e8-a026-6c546550db46,2013-04-30 00:00:00
1601,Sac d'hydratation de 3 l polyvalent. Permet de stocker des aliments supplémentaires. Facile d'accès et fourni avec une ceinture.,c5111baa-5073-47fd-81cb-337ba07851ed,2013-04-30 00:00:00
1602,Collants chauds en Spandex pour l'hiver ; fabrication en chamoisine sans couture pour éliminer les points de frottement.,b14b2ced-42be-4203-bb41-ea976e91b837,2013-04-30 00:00:00
1603,Nettoie les saletés ; dissout la graisse. Protège l'environnement. Bouteille d'1 litre.,61acc4fa-4c4a-4c84-9907-101679487c72,2013-04-30 00:00:00
1604,"S'enroule pour s'adapter aux pneus avant et arrière, sac et deux clés fournis.",6b974188-b7b1-4925-9842-fec0f6860945,2013-04-30 00:00:00
1605,"Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.",9cfed570-180a-44ea-8233-55116a0ddcb9,2013-04-30 00:00:00
1606,โลหะโครโมลี,f30d7f55-1a2b-4375-af8c-a20fc2ea9509,2013-04-30 00:00:00
1607,ดุมอลูมิเนียมอัลลอยด์ แกนเพลาขนาดใหญ่,8775e0b1-524f-48c4-b36b-03ec73145fee,2014-02-08 10:32:17.973
1608,ดุมอลูมิเนียมอัลลอยด์และเพลากลวง,7f5f3abc-caa4-4bef-8f4b-2761c1494208,2014-02-08 10:32:17.973
1609,เหมาะสำหรับการขี่ทุกประเภท ทั้งบนถนนและแบบออฟโรด  ในราคาย่อมเยา เปลี่ยนเกียร์อย่างนุ่มนวล พร้อมการขับขี่ที่แสนสบาย,846a34c5-9f18-4a74-81be-2f3bbb270d2c,2014-02-08 10:32:17.973
1610,จักรยานรุ่นนี้มีประสิทธิภาพสูง ในราคาประหยัด  ควบคุมง่าย ทันใจ และให้ความมั่นใจเปี่ยมล้นเมื่อคุณต้องการขี่แบบออฟโรด,0a9f8b00-8f43-474d-8096-654630601c61,2014-02-08 10:32:17.973
1611,สำหรับนักปั่นทางวิบากตัวจริง  เป็นจักรยานที่ทนทานเป็นเยี่ยม พร้อมสำหรับทุกเส้นทาง มีระบบบังคับทิศทางที่สมบูรณ์แบบในพื้นที่วิบาก โดยไม่ทำให้คุณกระเป๋าฉีก,e162574c-d6a4-45ea-b5d9-634962c0d285,2014-02-08 10:32:17.973
1612,สำหรับการขี่ในเส้นทางผจญภัย  เหมาะที่สุดสำหรับการแข่งขันทุกระดับ  ใช้เฟรม HL เช่นเดียวกับในรุ่น Mountain-100,3b21149a-056c-48ff-b473-1245ae1ca4d1,2014-02-08 10:32:17.973
1613,สุดยอดจักรยานภูเขาสำหรับการแข่งขัน สมบูรณ์แบบด้วยองค์ประกอบสำหรับประสิทธิภาพสูงสุด เช่น เฟรม HL นวัตกรรมใหม่ ระบบกันกระเทือนด้านหน้าที่นุ่มนวลเป็นพิเศษ และยางที่ยึดเกาะทุกสภาพเส้นทาง,a1a6e0c3-84b6-4be8-9153-83768419b3a2,2014-02-08 10:32:17.973
1614,เหมาะสำหรับเส้นทางวิบากทุกประเภท  ในราคาย่อมเยา,d4179cd8-7de8-4dcf-9f47-0a5fb9db3409,2013-04-30 00:00:00
1615,จักรยานระดับเริ่มต้นสำหรับผู้ใหญ่ ให้ความสบายในการขับขี่แม้ในเส้นทางทุรกันดารหรือในเมือง  ดุมและขอบล้อถอดได้สะดวก,ad6c790a-d87b-4474-b241-1e9db5ebd5f6,2014-02-08 10:32:17.973
1616,จักรยานที่ให้ความคุ้มค่า ด้วยคุณสมบัติพิเศษมากมายจากรุ่นที่ดีที่สุด  พร้อมเฟรมที่เบา แกร่ง และอัตราเร่งที่สร้างชื่อเสียงให้กับเรา,cff9fb37-6316-475c-ba95-ffa37c634d68,2014-02-08 10:32:17.973
1617,เทคโนโลยีเดียวกับจักรยานรุ่น Road ทั้งหมด แต่ใช้เฟรมขนาดกะทัดรัดสำหรับสุภาพสตรี  เหมาะสำหรับการขับขี่อเนกประสงค์ ไม่ว่าจะเป็นท้องถนนทั่วไปหรือการแข่งขัน,a6dd6c0b-ad1a-43a5-b1f2-066130117cba,2014-02-08 10:32:17.973
1618,เทคโนโลยีเดียวกับจักรยานรุ่น Road ทั้งหมด  เหมาะสำหรับการขับขี่อเนกประสงค์ ไม่ว่าจะเป็นท้องถนนทั่วไปหรือการแข่งขัน,4686f1cd-a4c1-4b3f-9d02-22730fb1c036,2014-02-08 10:32:17.973
1619,จักรยานแข่งขันอเนกประสงค์ที่ให้การขับขี่ที่คล่องตัว และรูปลักษณ์ที่ไม่ซ้ำใคร  การออกแบบแอโรไดนามิค ช่วยให้คุณเทียบชั้นกับมืออาชีพ พร้อมกับระบบเกียร์ที่จะนำคุณทะยานเหนือเส้นทางบนภูเขาได้สบาย,4900c2ce-a696-4f94-a8b0-2e690c0221ff,2014-02-08 10:32:17.973
1620,ออกกำลัง แข่งขัน หรือสนุกสนานไปบนจักรยานคันเก๋ในรูปทรงแอโรไดนามิค  พร้อมด้วยเทคโนโลยีเบาะนั่งชั้นสูงที่ช่วยให้คุณขี่อย่างสบายได้ทั้งวัน,e1f0b7e1-4506-41f1-a1c4-66872a42d593,2014-02-08 10:32:17.973
1621,ออกกำลัง แข่งขัน หรือสนุกสนานไปบนจักรยานคันเก๋ในรูปทรงแอโรไดนามิค ได้รับการออกแบบสำหรับนักปั่นสตรีโดยเฉพาะ  พร้อมด้วยเทคโนโลยีเบาะนั่งชั้นสูงที่ช่วยให้คุณขี่อย่างสบายได้ทั้งวัน,406a2d1e-4311-484c-b4e3-290ebcee5b28,2014-02-08 10:32:17.973
1622,เฟรมอลูมิเนียมอัลลอยด์ ให้การขับขี่ที่เบา มั่นคง ไม่ว่าคุณจะแข่งอยู่ในเวโลโดรม หรือเผชิญกับเส้นทางที่ท้าทายเพียงใด,e04b4fdb-fcd6-4a2b-8200-2f46c000c457,2014-02-08 10:32:17.973
1623,จักรยานคู่ใจของนักแข่งระดับแชมเปี้ยน  ได้รับการพัฒนาโดยทีมแข่ง Adventure Works Cycles ใช้เฟรมอลูมิเนียมผ่านความร้อนซึ่งเบาเป็นพิเศษ และการบังคับที่แม่นยำ,34c1a022-9374-4e21-9e3e-58b617a6076a,2014-02-08 10:32:17.973
1624,จักรยานอเนกประสงค์สุดคุ้ม พร้อมความสบายและความปลอดภัยมาตรฐาน  ใช้ยางขนาดใหญ่ ให้ความมั่นใจในการขับขี่ในเมืองหรือในการท่องเที่ยวสุดสัปดาห์,a12d5925-2a37-43b6-ae92-d5a44c10b613,2014-02-08 10:32:17.973
1625,เบาะนั่งหุ้มพิเศษช่วยให้คุณขี่อย่างสบายตลอดทั้งวัน ตะแกรงออกแบบใหม่ มีพื้นที่เหลือเฟือสำหรับตะกร้าและกระเป๋า ขับขี่อย่างมั่นคง แม้ขณะบรรทุกของ,b3e89dfb-0ed8-4cf2-a0d2-874ffcf52b00,2014-02-08 10:32:17.973
1626,เดินทางอย่างมาดมั่นและสะดวกสบาย  ได้รับการออกแบบเพื่อให้ปลอดภัยและขับขี่สบายสูงสุด  ช่วงเกียร์กว้าง พร้อมทุกเส้นทางลาดชัน  โครงสร้างอลูมิเนียมอัลลอยด์จากวิทยาการขั้นสูง ให้ความทนทานและมีน้ำหนักเบา,7f3adf30-0e77-468d-a002-23aa4fadea02,2014-02-08 10:32:17.973
1627,ประสิทธิภาพการเปลี่ยนเกียร์ที่เหนือกว่า,0d336caf-8307-41ce-8a30-0831528533e4,2014-02-08 10:32:17.973
1628,เพลาล้อสุดแกร่ง,800f377c-1eaa-45b1-b96a-e3db39bc6bcc,2014-02-08 10:32:17.973
1629,คันบังคับแข็งแรงเป็นพิเศษ,a13606cf-34c2-4257-a17a-f4a22f27cef6,2014-02-08 10:32:17.973
1630,ชุดควบคุมสามชั้น คันบังคับอลูมิเนียม และการเปลี่ยนเกียร์ที่สมบูรณ์แบบ,690c4cb1-b9fa-48c1-8df0-7f8644a72edf,2014-02-08 10:32:17.973
1631,ยางเบรกสำหรับทุกสภาพอากาศ เพื่อการหยุดที่มั่นใจ ด้วยหน้าสัมผัสกับขอบล้อมากกว่า,4962ebc3-fdb8-4cca-aa68-c222631f8525,2014-02-08 10:32:17.973
1632,การออกแบบให้มีจุดเชื่อมกว้าง,a4d08ca4-c8c4-423e-bf5d-16fb4eb8c23f,2013-04-30 00:00:00
1633,การออกแบบที่มั่นคง รับแรงกระแทกและให้การควบคุมที่แม่นยำ,c9a4d5c8-5a1f-4595-b2cc-6b754962bb41,2014-02-08 10:32:17.973
1634,ตะเกียบคู่โลหะผสม พร้อมท่อคันบังคับอลูมิเนียม,7d631176-7b2b-4168-b9bf-4b2603c76198,2014-02-08 10:32:17.973
1635,ตะเกียบคู่คาร์บอนประสิทธิภาพสูง พร้อมขาโค้ง,8b933591-5f95-4ae3-84bb-0d73f014574b,2014-02-08 10:32:17.973
1636,ความคุ้มค่าที่มาพร้อมกับเทคโนโลยีการออกแบบเฟรมเหมือนกับเฟรมอลูมิเนียม ML,df01d462-6c28-4f28-931b-6b2eadc117d5,2013-04-30 00:00:00
1637,เฟรม ML เป็นเฟรมอลูมิเนียมผ่านความร้อน สร้างอย่างพิถีพิถันเช่นเดียวกับเฟรม HL  ให้ประสิทธิภาพที่เหนือกว่า  เวอร์ชันสำหรับสุภาพบุรุษ,e645812a-a86e-4080-9b17-27bc4f3cd2a5,2014-02-08 10:32:17.973
1638,เฟรม ML เป็นเฟรมอลูมิเนียมผ่านความร้อน สร้างอย่างพิถีพิถันเช่นเดียวกับเฟรม HL  ให้ประสิทธิภาพที่เหนือกว่า  เวอร์ชันสำหรับสุภาพสตรี,17c949f8-85c1-47e8-9cb5-ed7255ee936d,2014-02-08 10:32:17.973
1639,เฟรมแต่ละชิ้นผ่านการสร้างด้วยมือในโรงงาน Bothell เพื่อให้ได้ขนาดและความหนาที่เหมาะที่สุดสำหรับเฟรมจักรยานภูเขาชั้นดี  เฟรมอลูมิเนียมหล่อด้วยความร้อน มีโพรงขนาดใหญ่ซึ่งช่วยซึมซับแรงกระแทก,82f5a863-07cd-4047-bace-ccff3635a000,2014-02-08 10:32:17.973
1640,สร้างจากอลูมิเนียมอัลลอยชนิดเดียวกับสุดยอดเฟรม HL เฟรม ML นี้มีน้ำหนักเบา สร้างขึ้นตามขนาดที่ให้ความแข็งแกร่งเป็นเลิศ  เวอร์ชันสำหรับสุภาพสตรี,cdb3338b-8cb8-4a4f-998e-e5a9ab0030c8,2014-02-08 10:32:17.973
1641,ล้ออะไหล่จักรยานภูเขาสำหรับนักปั่นระดับเริ่มต้น,6a528dc3-5a90-4d4e-929c-6887e0f3d103,2014-02-08 10:32:17.973
1642,ล้ออะไหล่จักรยานภูเขาสำหรับนักปั่นสมัครเล่นไปจนถึงมืออาชีพ,6676042f-07ce-45ff-8ac4-351a1c75afaf,2014-02-08 10:32:17.973
1643,ล้ออะไหล่จักรยานภูเขาประสิทธิภาพสูง,a5c7b5c8-dc09-4287-94b8-54871e33140f,2014-02-08 10:32:17.973
1644,ล้อหน้าจักรยานภูเขาอะไหล่สำหรับนักปั่นระดับเริ่มต้น,0ccd3f67-da9a-4cba-b2a4-93a6233a2401,2014-02-08 10:32:17.973
1645,ดุมล้ออัลลอยด์ที่ทนทาน ถอดได้อย่างรวดเร็ว,f01f545b-4bf2-4451-8075-7623a1ef2b39,2014-02-08 10:32:17.973
1646,ล้อที่แข็งแกร่งพร้อมขอบล้อผนังสองชั้น,8437eb0e-adaa-49e2-90c7-36b690fbb5c5,2014-02-08 10:32:17.973
1647,ขอบล้อแอโรไดนามิคสำหรับการขับขี่อย่างนุ่มนวล,d2e86c66-25e3-48f9-a3f9-816e6d7431ff,2014-02-08 10:32:17.973
1648,คันบังคับอเนกประสงค์สำหรับทุกเส้นทาง,2dfa634c-a05d-491d-8cba-7e109d0c809b,2014-02-08 10:32:17.973
1649,คันบังคับอลูมิเนียมอัลลอยด์ แกร่งสำหรับเส้นทางลาดชัน,370b9a22-3532-4dcb-bc59-5b16b43004ac,2014-02-08 10:32:17.973
1650,คันบังคับแบน แข็งแรงพอสำหรับสนามโปรเซอร์กิต,569575a2-44c6-4394-9a9d-64fb8c9b713f,2014-02-08 10:32:17.973
1651,รูปร่างที่เป็นเอกลักษณ์ ช่วยให้ใช้คานบันไดได้สะดวก,fe8cebfd-6681-4bf9-b5a7-d969299f9e96,2014-02-08 10:32:17.973
1652,คานอลูมิเนียมที่ออกแบบตามหลักสรีรศาสตร์ เหมาะสำหรับนักปั่นทุกคน,7372c7b2-e47b-450b-9bdb-abd2cacbf4ef,2014-02-08 10:32:17.973
1653,คันบังคับชั้นเยี่ยม ได้รับการออกแบบตามหลักสรีรศาสตร์สำหรับนักแข่ง ทำจากอลูมิเนียมอัลลอยด์,bbe14c97-bdde-414d-97c3-e173856b6be2,2014-02-08 10:32:17.973
1654,รูปร่างที่เป็นเอกลักษณ์ช่วยลดความล้าสำหรับนักปั่นระดับเริ่มต้น,341e1759-c346-4b4e-a094-b55af595837b,2014-02-08 10:32:17.973
1655,คันบังคับอลูมิเนียมแข็งแกร่ง เบา เหมาะสำหรับการขี่ระยะไกล,a400c418-2def-490d-98bb-bdf8b7d47853,2014-02-08 10:32:17.973
1656,ชุดประกอบส่วนหัวไม่มีเกลียว คุณภาพสูงในราคาประหยัด,ad09b035-ba12-46d2-89cc-1d428fd4a1f9,2014-02-08 10:32:17.973
1657,กล่องผนึกสนิทป้องกันฝุ่นละออง,1d748cb3-9bb5-4044-b6e6-ec3f9ce8da71,2014-02-08 10:32:17.973
1658,ชุดประกอบส่วนหัวไม่มีเกลียวคุณภาพสูง ขนาด 1 นิ้วพร้อมช่องจาระบีสำหรับการหล่อลื่นอย่างรวดเร็ว,23a247cf-d746-4b0f-9ec7-9ccbeeeda3d3,2014-02-08 10:32:17.973
1659,คันถีบขนาดใหญ่ สำหรับการขับขี่ด้วยรองเท้าชนิดใดก็ได้ เหมาะสำหรับการขับขี่อเนกประสงค์,c881de09-e2ae-447a-9029-c6154a04a309,2014-02-08 10:32:17.973
1660,คันถีบน้ำหนักเบา ทนทาน ไม่มีคลิป และสามารถปรับความตึงได้,aecdb6b8-4df5-4d6e-9cb5-262eb2b37bb2,2014-02-08 10:32:17.973
1661,โลหะสเตนเลส ได้รับการออกแบบให้สลัดโคลนออกได้ง่าย,f6e14f2c-3883-4c76-8056-4eb79b7462fb,2014-02-08 10:32:17.973
1662,คันถีบไม่มีคลิป - อลูมิเนียม,01fc4bee-5ee9-4b2a-a5c3-eaba6036a705,2014-02-08 10:32:17.973
1663,โครงสร้างอลูมิเนียมอัลลอยด์น้ำหนักเบา,56c5c81c-8432-4b10-9d6e-abcfb4951829,2014-02-08 10:32:17.973
1664,คันถีบระดับเยี่ยม ไม่มีคลิป ปรับความตึงได้,ebf40fee-1e50-4be5-8067-7902aee0ac91,2013-04-30 00:00:00
1665,คันถีบที่มั่นคง สำหรับการขี่เป็นเวลานาน,d21cbbc4-a7c4-4c60-8770-a4f19cc726b7,2014-02-08 10:32:17.973
1666,รองเท้าถอดเปลี่ยนพื้นด้านในได้ พร้อมแคลิเปอร์อลูมิเนียมขัดเงา,393dfc5e-161c-4bae-88f0-56c28751653f,2014-02-08 10:32:17.973
1667,ชุดเฟืองอลูมิเนียม 10 สปีดพร้อมตลับลูกปืนรอกผนึกแน่นหนา,55669e3f-f23f-4356-8758-9e0edf4da845,2014-02-08 10:32:17.973
1668,ล้อหลังอะไหล่จักรยานภูเขาสำหรับนักปั่นระดับเริ่มต้น,a44dc668-1ca6-4e92-8e81-de77d7689bbe,2014-02-08 10:32:17.973
1669,ล้อหลังอะไหล่จักรยานภูเขาสำหรับนักปั่นยามว่างไปจนถึงมืออาชีพ,53833c14-5e89-45ff-a44b-6cf24380c110,2014-02-08 10:32:17.973
1670,ขอบล้อแข็งแกร่งเป็นพิเศษเพื่อความทนทานที่รับประกันได้,e71c5743-8f56-4120-989b-dc02b326779a,2014-02-08 10:32:17.973
1671,ล้อหลังอะไหล่สำหรับนักปั่นระดับเริ่มต้น,12c658f5-62f1-4aa6-96ef-41e140291481,2014-02-08 10:32:17.973
1672,ขอบอลูมิเนียมอัลลอยด์พร้อมซี่ล้อสเตนเลส สำหรับความเร็วสูง,4061d539-d01a-4f14-ae8f-c5af242c6f2f,2014-02-08 10:32:17.973
1673,ล้อหลังที่แข็งแกร่งพร้อมขอบล้อผนังสองชั้น,267829b0-2d33-4d13-8c40-92e64013406d,2014-02-08 10:32:17.973
1674,ขอบล้อแอโรไดนามิคสำหรับการขับขี่ที่นุ่มนวล,e475bba4-2065-4d82-a54e-aef0645b00f7,2014-02-08 10:32:17.973
1675,หนังสังเคราะห์  พร้อมเจลนุ่มสบายเป็นพิเศษ,fa585ee3-608e-41b3-8c2c-f4531ec53846,2014-02-08 10:32:17.973
1676,ได้รับการออกแบบเพื่อซึมซับแรงกระแทก,ca998d4f-32ae-4665-949e-0140228aeb7d,2014-02-08 10:32:17.973
1677,ออกแบบตามหลักสรีรศาสตร์ สำหรับการขับขี่อย่างสบายตลอดทั้งวัน  ทำจากหนังที่ทนทาน,6acd5352-b4fa-4a26-a3b4-8e1590e6315a,2014-02-08 10:32:17.973
1678,เบาะที่นั่งโฟมน้ำหนักเบา,92bbad31-63e0-449d-a433-2a01789330f8,2014-02-08 10:32:17.973
1679,กันชนยางกันแรงกระแทก,2f9c683b-697c-436d-8e09-05e267ec1bf5,2014-02-08 10:32:17.973
1680,เบาะนั่งเคฟลาร์สำหรับแข่ง น้ำหนักเบา ทำจากหนัง,5482fbb0-cbfd-4522-8ad4-68895386abf3,2014-02-08 10:32:17.973
1681,เบาะนั่งบรรจุเจล นุ่มสบาย มีรูปทรงตามหลักสรีรศาสตร์,304b834c-7608-4b54-8134-1ed88de42a2b,2014-02-08 10:32:17.973
1682,ออกแบบใหม่เพื่อบรรเทาแรงกดสำหรับการขับขี่ระยะไกล,47463e57-05fc-4279-af1f-0756a8a6a6fb,2014-02-08 10:32:17.973
1683,เปลือกพิเศษสำหรับการขับขี่ที่แสนสบาย,b852da28-669d-4980-84bc-3e99dd5a376c,2014-02-08 10:32:17.973
1684,แรงยึดเกาะเทียบชั้นกับรุ่นระดับสูง ใช้โครงไวร์บีดราคาประหยัด,ca499ed1-b08e-4eb4-8462-f0d2fce8bee7,2013-04-30 00:00:00
1685,แรงยึดเกาะที่เหนือกว่า ด้วยยางความหนาแน่นสูง,ba65296b-bc65-43b0-91b8-6ceef9eacab8,2014-02-08 10:32:17.973
1686,เกาะถนนเหลือเชื่อ เสริมคาร์บอนน้ำหนักเบา,b7c57ed2-1ff5-42f2-8784-efa215b426fd,2014-02-08 10:32:17.973
1687,ดอกยางชั้นยอดเช่นเดียวกับยางราคาแพง แต่ใช้โครงไวร์บีดราคาประหยัด,1f894521-1517-499e-9463-ea8d56c305b8,2014-02-08 10:32:17.973
1688,ใช้ยางความหนาแน่นสูงกว่ารุ่นอื่นๆ,ccc7ebe5-a092-49c4-a0fb-8edb22e609c4,2014-02-08 10:32:17.973
1689,เสริมคาร์บอนน้ำหนักเบา สำหรับการขับขี่ที่เหนือกว่า โดยไม่เสียเปรียบในด้านน้ำหนัก,31c2ad1c-3cb4-4c0c-a7bd-457a57a60e22,2014-02-08 10:32:17.973
1690,ยางความหนาแน่นสูง,08c20561-16c0-44b0-968e-337971b65727,2014-02-08 10:32:17.973
1691,จุ๊บยางผนึกด้วยตนเอง,7b067724-8465-4860-8a46-1f5bbcac8083,2014-02-08 10:32:17.973
1692,จุ๊บอเนกประสงค์แบบเดิม,1ae3a40d-80ce-4506-8131-7294d3c9d1d5,2014-02-08 10:32:17.973
1693,จุ๊บสำหรับการใช้งานทั่วไป,67693a43-82c5-4396-8f04-1f1dd1a7e848,2014-02-08 10:32:17.973
1694,เฟรม LL ให้ความปลอดภัยและสบายขณะขับขี่ พร้อมทั้งซึมซับแรงกระแทก คุ้มราคาสำหรับเฟรมอลูมิเนียม,107e2035-f3e3-4cec-a475-3b258d59b562,2014-02-08 10:32:17.973
1695,สร้างจากอลูมิเนียมอัลลอยชนิดเดียวกับสุดยอดเฟรม HL เฟรม ML นี้มีน้ำหนักเบา มีขนาดที่ให้ความแข็งแกร่งเป็นเลิศ  เวอร์ชันสำหรับสุภาพบุรุษ,93ee9209-de9f-4c53-8ed2-3ace2d3ef3c9,2014-02-08 10:32:17.973
1696,เฟรมอลูมิเนียมคุณภาพสูงสุดและน้ำหนักเบาที่สุด สร้างจากอัลลอยด์ชนิดใหม่ ได้รับการหลอมและให้ความร้อนเพื่อความแกร่ง  ด้วยนวัตกรรมการออกแบบ ทำให้มีความสบายและประสิทธิภาพสูงในเวลาเดียวกัน,ce0f9929-1010-44d8-a4d3-308885fa3958,2014-02-08 10:32:17.973
1697,เฟรมอลูมิเนียมน้ำหนักเบา ทำให้ท่วงท่าในการขับขี่ยืดตรง สำหรับทางเรียบ  ปฏิวัติการออกแบบเพื่อความสบายสูงสุด,88fc3974-c6c9-4014-ae62-b577cee8d7d1,2014-02-08 10:32:17.973
1698,เฟรมอลูมิเนียม HL ได้รับการออกแบบอย่างพิถีพิถัน เพื่อรูปลักษณ์และความแข็งแกร่ง พร้อมผจญทุกเส้นทางในการขับขี่ประจำวัน  เวอร์ชันสำหรับสุภาพบุรุษ,24517227-5c04-4b10-aa78-8f50f384dcc0,2014-02-08 10:32:17.973
1699,ไฟราคาประหยัดสำหรับการขับขี่ยามค่ำคืนที่ปลอดภัย - ใช้แบตเตอรี่ AAA 3 ก้อน,a68d5bca-d0df-4306-a5b4-ed3e520eee5f,2014-02-08 10:32:17.973
1700,โครงอลูมิเนียมมีน้ำหนักเบากว่ารุ่นภูเขา เหมาะสำหรับการเดินทางระยะไกล,9444467d-e233-495b-a8c3-7140136e5fb7,2014-02-08 10:32:17.973
