callid,agentid,customerid,pickedup,duration,productsold
4991,9,452,1,167,1
4992,10,82,1,45,0
4993,3,171,1,155,0
4994,7,969,1,193,0
4995,1,596,0,0,0
4996,0,235,1,159,0
4997,2,654,1,202,1
4998,4,732,1,222,0
4999,7,429,1,239,0
5000,2,524,1,134,0
5001,3,659,1,205,0
5002,7,879,1,219,0
5003,6,280,0,0,0
5004,8,168,1,194,0
5005,4,10,1,286,1
5006,10,322,1,239,0
5007,0,906,1,226,1
5008,3,560,1,186,1
5009,10,342,0,0,0
5010,5,358,0,0,0
5011,3,900,1,234,1
5012,3,242,1,221,0
5013,6,236,0,0,0
5014,1,689,0,0,0
5015,4,297,1,226,0
5016,6,377,1,86,1
5017,0,421,0,0,0
5018,7,643,0,0,0
5019,0,597,1,185,0
5020,3,352,0,0,0
5021,8,519,1,164,0
5022,4,576,1,82,0
5023,1,964,1,120,0
5024,3,716,1,138,0
5025,2,718,0,0,0
5026,8,62,1,146,0
5027,8,737,1,108,1
5028,3,395,1,209,0
5029,2,477,1,149,0
5030,3,930,1,143,1
5031,4,958,0,0,0
5032,5,494,0,0,0
5033,9,580,1,152,0
5034,7,269,1,101,0
5035,6,985,1,209,0
5036,7,938,0,0,0
5037,5,589,1,66,1
5038,0,43,0,0,0
5039,4,769,1,217,0
5040,9,487,1,243,0
5041,9,861,0,0,0
5042,4,393,1,165,1
5043,6,634,0,0,0
5044,5,878,1,179,1
5045,2,281,1,141,1
5046,8,118,1,120,0
5047,9,312,1,148,0
5048,8,437,1,273,1
5049,0,707,0,0,0
5050,4,136,1,166,1
5051,4,36,1,212,0
5052,0,737,1,120,0
5053,1,579,1,173,1
5054,7,286,1,154,0
5055,0,417,1,203,0
5056,9,283,1,183,0
5057,3,244,1,205,1
5058,6,917,1,173,0
5059,3,65,0,0,0
5060,6,350,1,219,1
5061,4,739,1,199,1
5062,10,316,0,0,0
5063,6,265,1,253,0
5064,5,271,1,237,0
5065,0,690,1,160,0
5066,5,310,1,248,0
5067,0,144,1,121,1
5068,5,922,0,0,0
5069,2,734,1,163,0
5070,1,222,0,0,0
5071,8,804,0,0,0
5072,0,189,0,0,0
5073,4,947,0,0,0
5074,6,758,1,125,0
5075,3,475,1,164,0
5076,5,350,1,169,0
5077,1,883,1,170,0
5078,7,627,1,223,0
5079,2,835,0,0,0
5080,6,520,0,0,0
5081,8,629,1,254,1
5082,0,169,1,161,1
5083,0,39,1,137,0
5084,10,979,1,157,0
5085,0,943,0,0,0
5086,4,405,0,0,0
5087,6,171,1,176,0
5088,8,978,1,267,0
5089,2,791,1,261,0
5090,3,557,1,205,0
5091,4,855,1,199,1
5092,5,970,1,208,0
5093,2,29,1,200,0
5094,3,538,1,171,0
5095,8,74,0,0,0
5096,3,368,0,0,0
5097,10,241,1,186,0
5098,2,186,0,0,0
5099,1,469,0,0,0
5100,7,973,1,175,0
5101,9,838,0,0,0
5102,10,956,1,116,0
5103,5,224,1,117,0
5104,2,791,0,0,0
5105,1,255,1,91,1
5106,6,821,1,162,1
5107,5,741,0,0,0
5108,5,530,0,0,0
5109,3,193,1,160,1
5110,3,143,1,143,0
5111,0,422,0,0,0
5112,6,487,1,234,0
5113,8,237,1,126,0
5114,7,456,1,177,0
5115,5,371,0,0,0
5116,1,503,1,183,0
5117,6,363,0,0,0
5118,3,521,1,278,1
5119,2,862,1,254,1
5120,6,850,1,225,0
5121,8,831,0,0,0
5122,10,554,1,191,1
5123,10,605,1,195,0
5124,1,469,1,170,1
5125,9,413,1,112,0
5126,9,946,1,188,0
5127,3,279,0,0,0
5128,2,599,1,246,0
5129,7,10,1,219,0
5130,1,525,1,117,1
5131,4,230,1,207,1
5132,4,417,0,0,0
5133,3,998,1,147,0
5134,4,992,1,98,1
5135,2,303,0,0,0
5136,0,242,1,193,0
5137,10,504,1,107,0
5138,7,461,1,206,0
5139,7,733,1,97,0
5140,6,59,1,138,0
5141,10,604,1,137,0
5142,0,288,1,262,0
5143,6,664,0,0,0
5144,1,684,1,149,1
5145,3,702,1,256,0
5146,8,473,0,0,0
5147,5,726,1,85,1
5148,1,419,1,160,0
5149,3,657,1,234,0
5150,2,825,0,0,0
5151,7,107,1,193,0
5152,9,961,0,0,0
5153,6,312,1,188,0
5154,10,113,1,177,1
5155,9,648,0,0,0
5156,7,359,1,186,0
5157,2,588,0,0,0
5158,9,563,0,0,0
5159,5,734,0,0,0
5160,5,115,1,201,1
5161,2,600,0,0,0
5162,6,230,0,0,0
5163,0,164,1,144,1
5164,7,732,1,213,0
5165,9,230,1,297,1
5166,0,290,1,94,1
5167,3,347,1,267,0
5168,3,244,1,201,0
5169,4,749,1,199,1
5170,3,296,1,155,1
5171,9,454,1,130,0
5172,0,592,1,128,0
5173,3,124,1,252,0
5174,0,260,1,186,0
5175,2,267,1,203,0
5176,2,314,1,121,0
5177,3,559,1,143,0
5178,6,86,0,0,0
5179,7,328,1,208,1
5180,7,983,0,0,0
5181,7,769,1,225,1
5182,7,866,1,184,1
5183,1,503,1,105,0
5184,9,637,1,266,0
5185,1,537,1,237,1
5186,8,145,1,128,0
5187,2,284,1,266,0
5188,4,611,0,0,0
5189,9,130,1,146,0
5190,3,607,0,0,0
5191,9,156,1,202,1
5192,2,610,1,219,0
5193,9,236,1,193,0
5194,1,702,1,329,0
5195,3,316,1,229,0
5196,8,670,1,220,0
5197,8,916,1,208,1
5198,6,251,0,0,0
5199,7,783,1,139,0
5200,2,496,0,0,0
5201,4,817,0,0,0
5202,2,126,1,242,1
5203,0,776,0,0,0
5204,8,824,0,0,0
5205,5,13,1,195,0
5206,5,769,1,148,1
5207,10,650,1,238,0
5208,9,49,1,161,0
5209,1,349,1,190,0
5210,4,718,0,0,0
5211,4,501,0,0,0
5212,2,937,0,0,0
5213,4,569,1,146,0
5214,5,255,1,228,0
5215,9,533,1,198,1
5216,4,774,1,156,0
5217,10,852,0,0,0
5218,0,490,1,172,0
5219,5,591,1,204,1
5220,7,919,0,0,0
5221,6,862,1,154,0
5222,2,521,1,138,0
5223,0,202,0,0,0
5224,7,843,0,0,0
5225,10,925,1,173,0
5226,9,143,0,0,0
5227,10,622,0,0,0
5228,3,573,1,186,0
5229,9,260,1,219,0
5230,1,449,1,182,0
5231,0,130,0,0,0
5232,9,899,1,166,0
5233,4,547,1,146,1
5234,1,814,1,134,1
5235,4,472,1,212,0
5236,0,748,1,179,0
5237,3,470,0,0,0
5238,10,946,1,188,1
5239,4,524,0,0,0
5240,2,84,1,118,0
5241,10,592,1,121,0
5242,4,706,1,205,0
5243,7,894,1,52,0
5244,4,28,1,150,0
5245,10,718,0,0,0
5246,6,948,1,192,0
5247,1,18,1,230,0
5248,6,231,0,0,0
5249,4,476,0,0,0
5250,8,883,0,0,0
5251,1,0,0,0,0
5252,2,809,1,279,0
5253,7,307,1,192,0
5254,7,647,0,0,0
5255,8,259,1,119,0
5256,8,912,0,0,0
5257,6,702,1,275,0
5258,6,44,1,320,1
5259,9,106,1,145,0
5260,3,684,1,227,1
5261,9,704,1,88,1
5262,2,770,1,273,0
5263,2,977,0,0,0
5264,5,510,1,220,0
5265,7,556,1,169,0
5266,3,269,1,191,0
5267,8,249,1,135,0
5268,2,450,1,145,0
5269,6,26,1,180,0
5270,3,139,1,176,0
5271,5,513,1,206,0
5272,8,786,1,192,0
5273,4,558,1,195,0
5274,6,662,1,241,0
5275,2,988,0,0,0
5276,7,16,1,191,0
5277,7,951,1,193,1
5278,6,496,1,235,0
5279,7,469,0,0,0
5280,2,824,1,114,1
5281,3,844,0,0,0
5282,9,838,1,114,0
5283,5,11,0,0,0
5284,3,327,1,195,1
5285,5,465,1,216,0
5286,0,779,1,191,1
5287,8,507,1,249,1
5288,4,269,1,179,1
5289,3,423,1,170,0
5290,2,890,1,207,0
5291,1,519,1,118,1
5292,9,31,1,201,0
5293,4,326,1,160,0
5294,0,470,1,181,0
5295,2,837,0,0,0
5296,6,760,0,0,0
5297,8,838,1,291,0
5298,7,33,1,165,0
5299,10,193,1,104,0
5300,6,2,1,158,0
5301,9,880,0,0,0
5302,3,766,1,154,0
5303,5,652,0,0,0
5304,5,84,0,0,0
5305,7,699,1,196,1
5306,8,998,0,0,0
5307,9,487,1,151,1
5308,7,812,1,204,0
5309,0,705,1,117,0
5310,9,284,0,0,0
5311,10,16,1,195,1
5312,9,515,1,162,0
5313,10,706,0,0,0
5314,7,869,1,107,1
5315,10,206,1,167,1
5316,5,908,0,0,0
5317,0,688,1,114,0
5318,0,82,0,0,0
5319,0,893,1,200,0
5320,7,990,1,200,1
5321,5,926,1,224,0
5322,2,957,1,132,0
5323,5,881,1,202,1
5324,0,707,1,175,0
5325,7,425,0,0,0
5326,5,89,0,0,0
5327,2,138,1,197,0
5328,2,152,0,0,0
5329,1,78,1,241,0
5330,4,211,0,0,0
5331,0,10,0,0,0
5332,9,831,1,132,0
5333,7,159,0,0,0
5334,10,576,0,0,0
5335,7,182,1,151,0
5336,4,162,0,0,0
5337,4,514,1,218,0
5338,5,196,1,205,0
5339,0,505,0,0,0
5340,8,512,0,0,0
5341,8,862,1,152,0
5342,5,683,0,0,0
5343,10,949,1,193,1
5344,2,69,0,0,0
5345,7,285,1,134,0
5346,5,348,1,153,0
5347,1,47,1,193,0
5348,1,748,1,115,0
5349,3,255,0,0,0
5350,1,905,1,270,0
5351,5,706,1,266,1
5352,3,885,1,146,0
5353,9,474,0,0,0
5354,3,727,1,224,1
5355,1,30,1,147,1
5356,9,364,0,0,0
5357,5,77,1,186,1
5358,3,516,0,0,0
5359,10,794,1,197,1
5360,5,584,1,168,0
5361,8,44,0,0,0
5362,8,908,0,0,0
5363,8,188,0,0,0
5364,4,341,1,258,0
5365,4,898,1,149,0
5366,8,553,1,224,1
5367,9,656,0,0,0
5368,0,778,1,199,0
5369,10,336,0,0,0
5370,7,495,1,226,1
5371,6,822,1,192,0
5373,3,781,0,0,0
5374,10,927,1,203,0
5375,7,437,1,195,0
5376,10,391,1,228,1
5377,1,383,1,236,0
5378,7,399,1,126,0
5379,9,868,1,165,1
5380,8,107,0,0,0
5381,0,854,1,238,1
5382,10,44,1,172,0
5383,8,881,1,176,0
5384,4,952,1,250,0
5385,10,735,1,159,1
5387,3,376,0,0,0
5388,10,694,1,192,0
5389,8,292,1,184,0
5390,0,810,1,199,1
5391,6,614,0,0,0
5392,1,567,1,105,1
5393,2,780,1,156,1
5395,1,515,1,199,0
5396,3,218,1,213,1
5397,0,953,1,247,0
5398,6,201,1,168,0
5399,3,753,0,0,0
5400,6,945,1,139,0
5401,1,131,1,267,0
5402,2,555,0,0,0
5403,2,319,0,0,0
5404,7,238,1,69,0
5405,7,375,1,108,1
5407,8,907,0,0,0
5408,8,339,0,0,0
5409,4,477,1,143,0
5411,0,550,1,77,0
5413,2,477,1,123,1
5414,3,569,1,144,0
5415,2,960,0,0,0
5416,10,783,1,145,0
5417,10,225,1,245,0
5418,10,757,1,160,0
5419,6,29,0,0,0
5420,2,991,0,0,0
5421,3,818,1,181,0
5422,0,12,1,137,0
5423,2,652,0,0,0
5424,2,866,1,73,0
5425,5,716,1,168,0
5426,4,941,1,200,1
5427,10,652,1,236,1
5428,8,566,1,240,1
5429,4,844,1,274,0
5430,8,717,0,0,0
5431,0,771,0,0,0
5432,1,123,1,85,1
5433,5,132,1,243,1
5434,9,130,1,140,1
5435,3,165,1,217,0
5436,7,518,1,180,0
5437,4,173,1,198,0
5438,1,50,1,183,0
5439,10,3,1,216,0
5440,3,336,1,276,0
5441,6,930,1,259,0
5442,7,398,0,0,0
5443,3,877,1,170,1
5444,4,526,1,225,0
5445,4,926,1,279,0
5446,5,54,1,137,0
5447,10,681,1,169,1
5448,4,539,1,219,0
5449,2,626,1,126,0
5450,7,621,0,0,0
5451,8,770,0,0,0
5452,2,109,1,143,1
5453,3,891,1,132,0
5454,6,728,1,164,0
5455,0,335,1,237,0
5456,9,462,1,180,1
5457,10,929,1,193,1
5459,8,226,1,209,0
5460,4,10,1,217,0
5461,7,199,1,162,0
5462,8,710,1,141,0
5463,10,505,0,0,0
5464,1,532,1,196,1
5465,6,768,1,160,0
5466,0,940,0,0,0
5467,2,550,0,0,0
5468,8,140,1,192,0
5469,1,367,0,0,0
5470,0,27,1,194,0
5471,9,449,0,0,0
5472,6,531,1,254,0
5473,8,567,0,0,0
5475,8,769,1,191,0
5476,4,381,1,216,0
5477,0,2,1,273,1
5478,10,780,1,229,1
5479,5,705,1,165,0
5480,0,489,1,177,0
5481,0,478,1,232,0
5482,0,451,0,0,0
5483,5,937,1,131,0
5484,2,784,1,172,0
5485,9,218,0,0,0
5486,5,479,1,187,0
5487,3,604,0,0,0
5488,4,124,1,185,1
5490,5,349,1,177,0
5491,1,336,0,0,0
5492,9,328,0,0,0
5493,10,873,1,173,0
5494,5,787,1,248,0
5495,1,348,1,160,0
5496,8,534,0,0,0
5497,0,464,0,0,0
5498,2,363,0,0,0
5499,5,81,1,157,0
5500,8,301,0,0,0
5502,7,947,1,231,0
5503,6,740,1,204,0
5504,5,464,1,235,0
5505,6,565,1,185,0
5506,9,327,0,0,0
5507,4,512,0,0,0
5508,0,108,1,259,0
5509,7,21,1,265,0
5510,4,523,1,82,0
5511,7,277,1,167,1
5512,6,428,1,113,0
5513,2,449,1,156,0
5514,10,586,0,0,0
5515,2,206,1,90,1
5516,5,540,1,198,0
5517,3,50,1,202,0
5518,1,121,1,179,0
5519,0,218,0,0,0
5520,7,776,1,197,0
5521,4,297,1,185,0
5522,6,59,1,189,0
5523,6,395,1,173,0
5524,5,389,1,249,0
5525,8,951,1,115,0
5526,3,566,1,192,1
5527,5,622,1,274,0
5528,7,668,1,196,0
5529,4,148,1,145,0
5530,9,310,0,0,0
5531,6,891,1,210,1
5532,5,69,1,134,0
5533,9,488,1,196,1
5534,4,388,1,130,0
5535,8,499,0,0,0
5536,1,240,1,234,0
5537,0,105,1,145,0
5539,9,595,1,199,1
5540,6,321,1,157,0
5541,4,732,1,140,1
5542,3,49,0,0,0
5543,7,221,1,181,1
5544,6,455,0,0,0
5545,8,53,1,136,1
5546,10,882,1,184,0
5547,0,718,1,152,0
5548,6,459,0,0,0
5549,10,424,0,0,0
5550,4,17,1,231,1
5551,10,406,1,231,0
5552,5,108,1,241,1
5553,5,885,1,206,0
5555,3,296,1,247,0
5556,2,296,1,130,0
5558,0,813,1,206,0
5559,6,719,1,162,0
5560,3,324,1,156,1
5561,8,875,1,143,0
5562,6,886,0,0,0
5563,6,396,1,221,1
5564,0,395,1,193,0
5565,10,667,1,149,0
5566,10,810,1,146,0
5567,2,911,1,174,0
5568,4,134,0,0,0
5569,0,655,1,146,0
5570,7,552,1,225,0
5571,0,824,1,171,0
5572,10,743,1,205,0
5573,1,227,1,94,0
5574,3,466,1,187,1
5575,5,665,1,192,1
5576,10,495,0,0,0
5577,1,441,0,0,0
5578,9,109,0,0,0
5579,0,272,1,151,1
5580,0,636,1,184,0
5581,5,837,1,105,0
5582,0,464,0,0,0
5583,10,83,1,206,0
5584,1,493,1,103,0
5585,5,76,1,212,1
5586,5,116,0,0,0
5587,5,668,1,143,0
5588,10,961,1,183,0
5589,2,522,0,0,0
5590,5,533,1,157,0
5591,10,435,0,0,0
5592,4,639,0,0,0
5593,6,452,0,0,0
5594,1,929,1,200,0
5595,7,403,1,252,0
5596,10,934,1,241,0
5597,4,765,1,101,0
5598,10,420,0,0,0
5599,10,800,1,74,0
5600,1,344,0,0,0
5601,4,234,1,222,0
5602,4,927,0,0,0
5603,8,124,1,131,0
5604,7,649,1,204,0
5605,1,459,1,109,0
5606,5,936,1,147,0
5607,1,113,1,109,1
5608,7,311,0,0,0
5609,8,819,1,192,0
5610,10,760,1,164,0
5611,7,841,1,178,0
5614,6,364,1,125,1
5615,2,503,1,103,0
5616,3,992,1,146,0
5617,4,305,1,208,0
5618,9,469,1,95,1
5619,1,863,0,0,0
5620,5,266,0,0,0
5621,5,212,1,193,0
5622,6,717,1,155,1
5623,4,767,1,184,0
5624,3,916,0,0,0
5625,3,661,1,124,0
5626,6,922,0,0,0
5627,5,627,1,121,0
5628,7,817,1,141,0
5629,6,87,1,223,0
5630,2,177,1,141,0
5631,7,486,0,0,0
5632,0,98,1,112,0
5633,5,527,1,81,1
5634,2,347,1,238,1
5635,10,204,1,225,1
5636,2,304,1,166,0
5637,8,984,1,157,1
5639,10,756,1,173,0
5640,7,784,1,101,0
5641,10,208,0,0,0
5642,8,921,1,144,0
5643,6,8,1,159,0
5644,3,950,1,200,1
5645,1,70,1,222,0
5646,4,85,1,260,0
5647,1,807,0,0,0
5648,6,599,1,339,0
5649,3,727,0,0,0
5650,5,678,0,0,0
5651,10,686,1,218,0
5652,0,883,1,145,0
5653,0,879,1,159,0
5654,7,794,1,117,1
5655,2,797,1,102,0
5656,6,957,0,0,0
5657,3,601,1,190,0
5658,3,397,0,0,0
5659,1,798,1,162,0
5660,2,423,0,0,0
5661,8,719,1,107,0
5662,9,197,0,0,0
5663,6,374,1,165,0
5664,4,236,0,0,0
5665,5,410,1,156,1
5666,0,744,1,122,0
5667,3,249,1,119,1
5668,8,593,0,0,0
5669,8,981,0,0,0
5670,7,803,1,158,0
5671,10,246,1,144,0
5672,2,916,0,0,0
5673,5,57,1,202,0
5674,3,475,1,177,0
5675,2,25,1,178,0
5676,1,3,1,249,1
5677,2,52,1,118,1
5678,3,686,1,235,1
5679,2,363,0,0,0
5682,4,676,1,225,0
5683,8,686,0,0,0
5684,7,281,0,0,0
5685,2,413,1,127,0
5686,4,713,1,178,0
5687,5,575,1,152,0
5688,8,991,1,147,0
5689,8,723,1,162,1
5690,1,342,1,187,0
5691,7,638,1,148,1
5692,1,70,0,0,0
5693,4,218,1,227,1
5694,6,578,1,203,1
5695,8,609,0,0,0
5696,6,888,1,186,1
5697,0,906,1,208,0
5698,0,846,1,130,0
5699,9,268,0,0,0
5700,8,100,0,0,0
5701,2,714,1,91,0
5702,10,14,1,271,0
5703,0,664,1,249,0
5704,3,116,1,178,0
5705,4,42,1,112,1
5706,5,243,1,154,0
5707,6,574,1,197,0
5708,10,834,1,114,0
5709,8,681,1,195,0
5710,6,392,1,179,0
5711,8,462,1,211,0
5712,6,226,0,0,0
5713,6,553,1,188,0
5714,3,229,1,99,0
5715,10,366,1,160,1
5717,6,79,1,93,0
5718,4,622,1,157,1
5719,0,711,1,225,1
5722,1,562,0,0,0
5723,3,125,1,155,1
5724,1,230,0,0,0
5725,7,267,0,0,0
5726,5,310,0,0,0
5727,2,247,1,177,0
5728,1,753,1,104,0
5729,7,24,1,286,1
5730,9,35,1,241,1
5731,7,297,1,212,0
5732,10,373,1,171,0
5733,2,993,1,316,0
5734,10,686,1,223,0
5735,7,356,0,0,0
5736,1,784,0,0,0
5737,10,756,1,135,0
5738,9,659,1,171,1
5739,2,341,0,0,0
5740,6,564,0,0,0
5741,0,454,0,0,0
5742,10,169,1,218,0
5743,5,310,1,197,1
5744,10,774,0,0,0
5745,1,180,1,183,0
5746,9,688,0,0,0
5747,1,895,1,149,1
5748,6,403,1,213,0
5749,10,466,0,0,0
5750,7,134,0,0,0
5751,1,761,0,0,0
5752,8,844,0,0,0
5753,10,436,0,0,0
5754,5,146,1,191,0
5755,5,568,1,176,0
5756,3,165,1,165,1
5758,0,437,1,252,0
5759,10,836,0,0,0
5760,8,640,1,250,1
5761,7,448,1,166,0
5762,4,96,0,0,0
5763,0,393,1,213,0
5764,10,285,1,119,0
5765,7,54,0,0,0
5766,1,546,1,180,0
5767,1,864,1,165,0
5768,7,776,1,196,1
5769,4,95,1,190,0
5770,3,609,1,216,1
5771,0,206,0,0,0
5772,7,78,1,259,0
5773,3,577,1,165,1
5774,9,634,0,0,0
5775,6,186,0,0,0
5776,7,563,1,161,1
5777,2,905,1,203,0
5778,0,209,1,98,0
5779,6,731,1,168,0
5780,5,538,1,185,0
5781,3,302,0,0,0
5782,6,468,1,176,0
5783,6,533,1,153,0
5784,6,156,1,264,0
5785,10,596,0,0,0
5786,6,908,0,0,0
5787,5,64,1,213,0
5788,6,36,1,195,1
5789,5,708,1,211,0
5790,8,829,0,0,0
5791,6,763,0,0,0
5792,10,972,1,249,0
5793,8,965,1,199,1
5794,8,238,1,237,1
5796,0,829,0,0,0
5797,3,284,1,72,1
5798,8,646,1,256,1
5799,0,806,1,306,0
5800,6,291,0,0,0
5801,9,754,1,198,1
5802,8,922,1,123,1
5803,0,72,1,204,1
5804,3,604,1,267,0
5805,1,249,1,219,0
5806,1,406,0,0,0
5807,3,948,1,176,1
5808,6,239,1,155,0
5809,2,225,1,124,0
5810,5,999,1,177,0
5811,5,975,1,177,0
5812,6,77,0,0,0
5813,10,216,0,0,0
5814,10,531,1,209,0
5815,10,545,0,0,0
5816,8,485,1,192,0
5817,6,584,0,0,0
5818,9,901,0,0,0
5819,9,606,1,142,1
5820,0,517,1,172,0
5822,7,839,1,121,0
5823,3,915,0,0,0
5824,4,134,0,0,0
5825,10,540,0,0,0
5826,3,623,1,135,1
5827,4,485,1,237,1
5828,3,369,1,232,0
5829,1,544,1,119,0
5830,3,844,0,0,0
5831,6,831,1,131,1
5832,0,570,1,282,0
5833,1,179,1,118,1
5834,0,282,0,0,0
5835,3,29,0,0,0
5836,9,964,1,225,1
5837,0,788,1,166,0
5838,9,863,0,0,0
5839,1,424,0,0,0
5840,10,473,0,0,0
5841,2,30,1,177,1
5842,9,107,0,0,0
5843,1,569,1,109,0
5844,7,435,0,0,0
5845,4,858,0,0,0
5846,5,663,1,101,0
5847,2,547,0,0,0
5849,0,770,1,158,1
5850,8,893,1,212,0
5851,7,227,1,188,0
5852,8,168,1,139,0
5854,3,456,1,189,0
5855,5,999,1,199,1
5856,7,966,1,197,0
5857,0,521,1,96,1
5858,1,7,1,199,0
5859,6,669,1,254,0
5860,10,339,1,115,0
5861,5,844,1,141,1
5862,5,383,1,156,1
5863,2,832,0,0,0
5864,6,238,1,198,0
5865,8,915,1,149,0
5866,8,554,1,173,1
5867,4,800,1,193,1
5868,3,863,1,134,0
5869,9,378,0,0,0
5870,5,46,1,135,0
5871,7,654,0,0,0
5872,4,609,1,252,0
5873,10,50,1,203,0
5874,6,774,1,123,0
5875,10,84,1,147,0
5877,6,829,1,208,0
5878,7,847,1,199,0
5879,1,268,0,0,0
5880,4,508,1,263,1
5881,3,529,1,161,0
5882,4,625,1,163,0
5883,7,471,0,0,0
5884,8,842,1,196,0
5885,0,24,1,244,0
5886,3,948,0,0,0
5887,1,206,1,216,0
5888,4,995,1,206,0
5889,3,262,1,79,0
5890,1,399,1,167,1
5891,1,950,1,193,0
5892,5,256,1,170,0
5893,8,337,0,0,0
5894,3,501,1,127,0
5895,4,154,1,193,0
5896,8,562,1,227,0
5897,0,5,1,202,0
5898,2,173,1,168,0
5899,1,897,1,220,1
5900,2,844,1,206,0
5901,4,559,1,173,0
5902,7,577,1,305,0
5903,6,206,1,171,1
5904,3,466,1,199,1
5905,4,389,0,0,0
5906,1,38,1,190,0
5907,3,296,0,0,0
5908,1,936,1,158,0
5909,0,998,1,213,0
5910,1,120,1,147,1
5911,10,296,1,216,1
5912,7,686,1,215,0
5913,5,304,1,145,1
5914,5,236,1,237,0
5915,4,318,1,138,1
5916,4,588,0,0,0
5917,4,946,0,0,0
5920,5,948,1,191,1
5921,4,400,0,0,0
5922,1,945,0,0,0
5923,1,31,0,0,0
5924,7,389,1,192,0
5925,0,113,1,180,1
5926,4,464,0,0,0
5927,2,767,1,154,0
5928,0,90,1,60,0
5929,10,352,1,120,0
5930,0,786,0,0,0
5931,1,908,1,141,0
5932,5,64,1,141,1
5933,4,846,1,117,0
5934,7,108,0,0,0
5935,3,530,1,150,0
5936,8,147,1,155,1
5937,2,522,1,161,0
5938,10,868,1,163,0
5939,4,299,1,263,0
5940,3,409,1,144,0
5941,0,339,1,174,0
5942,3,540,0,0,0
5943,4,355,1,166,0
5944,9,541,1,230,0
5945,9,349,0,0,0
5946,10,880,1,178,0
5947,5,259,0,0,0
5948,6,707,1,163,1
5949,8,57,1,124,1
5950,2,608,0,0,0
5951,8,65,1,151,0
5952,4,369,0,0,0
5953,2,720,1,211,0
5954,10,251,1,203,0
5955,1,855,1,207,1
5956,1,469,1,114,0
5957,3,769,0,0,0
5958,5,964,1,150,0
5959,7,857,1,94,0
5960,5,630,0,0,0
5961,0,722,0,0,0
5962,10,9,1,176,1
5963,8,204,0,0,0
5964,0,274,1,247,0
5965,10,640,0,0,0
5966,0,683,1,111,0
5967,10,926,1,127,0
5968,9,1,1,136,1
5969,6,327,0,0,0
5970,3,126,1,176,0
5971,1,726,1,77,0
5972,5,336,1,286,0
5973,9,165,1,286,0
5974,4,53,0,0,0
5975,6,849,0,0,0
5976,7,506,1,187,0
5977,4,809,0,0,0
5978,1,63,0,0,0
5979,7,768,1,148,0
5980,9,533,1,154,0
5981,8,642,0,0,0
5982,6,952,1,168,0
5983,4,364,0,0,0
5984,3,788,1,197,0
5985,5,472,1,162,1
5986,5,150,1,62,0
5987,9,412,1,185,1
5988,3,203,1,209,0
5989,6,693,1,203,0
5990,6,783,1,158,0
5991,7,834,1,184,0
5992,10,171,1,190,0
5993,3,539,1,209,0
5994,1,491,1,184,0
5995,9,605,0,0,0
5996,10,568,1,269,1
5997,2,821,1,167,0
5998,9,413,1,194,0
5999,3,630,1,235,1
6000,4,637,1,241,1
6001,4,418,0,0,0
6002,0,821,0,0,0
6003,2,511,1,217,0
6004,1,704,1,120,0
6005,8,285,0,0,0
6006,9,285,0,0,0
6007,4,75,0,0,0
6008,3,275,1,265,1
6009,10,630,1,199,0
6010,10,901,1,80,0
6011,4,462,1,144,0
6012,0,928,0,0,0
6013,9,118,1,185,0
6014,9,868,1,168,0
6015,7,702,0,0,0
6016,2,526,0,0,0
6017,6,261,1,196,1
6018,1,81,1,142,0
6019,4,786,1,236,0
6020,10,278,1,200,1
6021,3,127,1,179,0
6022,1,176,1,218,1
6023,6,309,1,133,0
6024,5,360,0,0,0
6025,8,921,0,0,0
6026,8,979,0,0,0
6027,3,349,0,0,0
6028,6,619,1,190,0
6029,3,421,0,0,0
6030,0,652,1,96,0
6031,9,660,0,0,0
6032,3,610,0,0,0
6033,8,185,1,238,0
6034,6,424,0,0,0
6035,0,296,1,230,0
6036,1,935,1,201,1
6037,8,939,1,129,0
6038,8,386,1,265,0
6039,10,413,1,184,0
6040,0,647,0,0,0
6041,5,456,1,41,0
6042,1,245,1,187,0
6043,3,672,0,0,0
6044,9,940,0,0,0
6045,5,807,1,169,0
6046,1,893,1,255,0
6047,0,840,0,0,0
6048,3,138,1,182,0
6049,6,751,1,151,1
6050,10,172,1,208,0
6051,0,979,1,120,1
6052,6,742,1,103,0
6053,0,442,0,0,0
6054,5,895,1,165,0
6055,3,920,1,136,0
6056,5,184,1,189,0
6057,9,428,1,93,1
6058,9,120,1,178,1
6059,7,405,0,0,0
6060,5,607,0,0,0
6061,5,258,0,0,0
6062,3,590,0,0,0
6063,9,872,1,179,0
6064,5,237,1,275,1
6065,10,17,1,218,0
6066,3,912,0,0,0
6067,3,672,1,162,0
6068,10,675,0,0,0
6069,0,751,1,160,1
6070,2,738,1,273,1
6071,9,148,0,0,0
6072,7,272,1,187,1
6073,7,264,0,0,0
6074,6,863,1,255,0
6075,0,451,1,135,0
6076,10,345,1,171,0
6077,1,719,1,158,0
6078,4,939,1,153,1
6079,8,252,0,0,0
6080,3,491,1,178,0
6081,4,616,0,0,0
6082,10,343,0,0,0
6083,0,915,1,244,0
6084,3,856,0,0,0
6085,0,866,1,75,0
6086,0,971,0,0,0
6087,1,328,1,129,0
6088,2,211,1,261,0
6089,7,552,1,163,0
6090,0,338,0,0,0
6091,6,716,1,239,0
6092,7,778,0,0,0
6093,2,878,1,162,1
6094,0,510,1,175,0
